segments,communication,combo_lift_bal,combo_lift_acct,best_individual_lift,synergy,n_customers
1000001 + 1000028,day1,0.26103794115143375,,0.25005922808693326,0.01097871306450049,41
1000001 + 1000027,day1,0.23439909527972003,,0.25005922808693326,-0.015660132807213234,60
1000001 + 1000015,day1,0.2126015051616264,,0.25005922808693326,-0.03745772292530686,51
1000001 + 1000033,day1,0.2373903573924118,,0.25005922808693326,-0.012668870694521467,56
1000001 + 1000010,day1,0.24410258420669798,,0.25005922808693326,-0.005956643880235285,51
1000001 + 1000019,day1,0.283758017045735,,0.25005922808693326,0.03369878895880174,47
1000001 + 1000009,day1,0.23085807027779398,,0.25005922808693326,-0.01920115780913928,145
1000001 + 1000012,day1,0.2725192878066772,,0.25005922808693326,0.022460059719743963,56
1000001 + 1000039,day1,0.2487887994501632,,0.25005922808693326,-0.0012704286367700712,41
1000001 + 1000030,day1,0.26129640215117206,,0.25005922808693326,0.011237174064238797,49
1000001 + 1000038,day1,0.2531607014285244,,0.25005922808693326,0.0031014733415911655,51
1000001 + 1000036,day1,0.2124108967434009,,0.25005922808693326,-0.03764833134353235,68
1000034 + 1000000,day1,0.265816939081941,,0.2398576635546303,0.02595927552731067,45
1000034 + 1000002,day1,0.29810198655237363,,0.2398576635546303,0.05824432299774332,41
1000034 + 1000007,day1,0.23706093852648097,,0.2398576635546303,-0.002796725028149344,46
1000034 + 1000035,day1,0.249131340666714,,0.2398576635546303,0.009273677112083684,22
1000034 + 1000004,day1,0.2138386001492878,,0.2398576635546303,-0.02601906340534252,50
1000034 + 1000006,day1,0.2346735504011048,,0.2398576635546303,-0.005184113153525516,52
1000034 + 1000008,day1,0.21063101439161744,,0.2398576635546303,-0.029226649163012874,41
1000034 + 1000027,day1,0.20476048939098906,,0.2398576635546303,-0.03509717416364125,23
1000034 + 1000033,day1,0.22969966707349154,,0.2398576635546303,-0.01015799648113877,20
1000034 + 1000010,day1,0.1664063299905421,,0.2398576635546303,-0.0734513335640882,27
1000034 + 1000009,day1,0.18621583366663047,,0.2398576635546303,-0.05364182988799984,55
1000034 + 1000030,day1,0.16945107754472255,,0.2398576635546303,-0.07040658600990776,20
1000000 + 1000002,day1,0.2866440428899174,,0.2381491545157895,0.04849488837412791,127
1000000 + 1000007,day1,0.25993353112385087,,0.2381491545157895,0.021784376608061373,133
1000000 + 1000035,day1,0.22670071072283457,,0.2381491545157895,-0.011448443792954927,49
1000000 + 1000004,day1,0.22626113070292236,,0.2381491545157895,-0.011888023812867132,143
1000000 + 1000032,day1,0.2102236643050207,,0.2381491545157895,-0.02792549021076879,47
1000000 + 1000006,day1,0.23548852975148776,,0.2381491545157895,-0.0026606247643017333,130
1000000 + 1000008,day1,0.21153770644969505,,0.2381491545157895,-0.026611448066094445,133
1000000 + 1000011,day1,0.2166759844951234,,0.2381491545157895,-0.021473170020666094,38
1000000 + 1000028,day1,0.22449036465226171,,0.2381491545157895,-0.013658789863527782,40
1000000 + 1000027,day1,0.28225714453237705,,0.2381491545157895,0.04410799001658755,40
1000000 + 1000015,day1,0.19371240958323854,,0.2381491545157895,-0.04443674493255095,42
1000000 + 1000033,day1,0.2723092911177643,,0.2381491545157895,0.03416013660197481,42
1000000 + 1000010,day1,0.25207788572971335,,0.2381491545157895,0.01392873121392385,45
1000000 + 1000019,day1,0.2624246220359246,,0.2381491545157895,0.024275467520135097,46
1000000 + 1000009,day1,0.18464267119853656,,0.2381491545157895,-0.05350648331725294,133
1000000 + 1000012,day1,0.2477384429235467,,0.2381491545157895,0.00958928840775719,56
1000000 + 1000039,day1,0.2864894519506784,,0.2381491545157895,0.04834029743488888,56
1000000 + 1000030,day1,0.2252288069944697,,0.2381491545157895,-0.012920347521319792,54
1000000 + 1000038,day1,0.22195163179573116,,0.2381491545157895,-0.016197522720058338,39
1000000 + 1000036,day1,0.2541540170551765,,0.2381491545157895,0.016004862539386988,49
1000002 + 1000007,day1,0.2588207228410865,,0.23610658993163253,0.022714132909453955,126
1000002 + 1000035,day1,0.2332399688946077,,0.23610658993163253,-0.0028666210370248135,43
1000002 + 1000004,day1,0.27550802962328075,,0.23610658993163253,0.03940143969164822,138
1000002 + 1000032,day1,0.29881243085777,,0.23610658993163253,0.06270584092613746,42
1000002 + 1000006,day1,0.26690519923482586,,0.23610658993163253,0.030798609303193336,132
1000002 + 1000008,day1,0.23230973296928142,,0.23610658993163253,-0.003796856962351103,109
1000002 + 1000011,day1,0.21931798094378072,,0.23610658993163253,-0.01678860898785181,42
1000002 + 1000028,day1,0.22705812544618978,,0.23610658993163253,-0.009048464485442748,52
1000002 + 1000027,day1,0.2774950963890179,,0.23610658993163253,0.0413885064573854,46
1000002 + 1000015,day1,0.18256208875390934,,0.23610658993163253,-0.05354450117772319,43
1000002 + 1000033,day1,0.2298899356280314,,0.23610658993163253,-0.006216654303601132,49
1000002 + 1000010,day1,0.24700880722726146,,0.23610658993163253,0.01090221729562893,50
1000002 + 1000019,day1,0.21886170084078643,,0.23610658993163253,-0.017244889090846094,37
1000002 + 1000009,day1,0.21603160331010185,,0.23610658993163253,-0.020074986621530677,125
1000002 + 1000012,day1,0.24676651740207423,,0.23610658993163253,0.010659927470441699,47
1000002 + 1000039,day1,0.24106685366352554,,0.23610658993163253,0.004960263731893011,39
1000002 + 1000030,day1,0.24266491926706601,,0.23610658993163253,0.006558329335433488,40
1000002 + 1000038,day1,0.21905858731678834,,0.23610658993163253,-0.017048002614844182,49
1000002 + 1000036,day1,0.21755344834728185,,0.23610658993163253,-0.018553141584350674,46
1000007 + 1000035,day1,0.18925220314255975,,0.23161492698730887,-0.04236272384474912,41
1000007 + 1000004,day1,0.19290288437905578,,0.23161492698730887,-0.03871204260825309,138
1000007 + 1000032,day1,0.21524014421070348,,0.23161492698730887,-0.016374782776605395,52
1000007 + 1000006,day1,0.22833559156770905,,0.23161492698730887,-0.0032793354195998214,136
1000007 + 1000008,day1,0.24197069538976929,,0.23161492698730887,0.010355768402460414,134
1000007 + 1000011,day1,0.24114577530729145,,0.23161492698730887,0.009530848319982577,46
1000007 + 1000028,day1,0.2681626073700902,,0.23161492698730887,0.036547680382781306,46
1000007 + 1000027,day1,0.20613190901013964,,0.23161492698730887,-0.02548301797716923,41
1000007 + 1000015,day1,0.2590034184808676,,0.23161492698730887,0.027388491493558736,40
1000007 + 1000033,day1,0.2588895526972062,,0.23161492698730887,0.027274625709897332,41
1000007 + 1000010,day1,0.21868257282769568,,0.23161492698730887,-0.01293235415961319,53
1000007 + 1000019,day1,0.21138571978747783,,0.23161492698730887,-0.02022920719983104,49
1000007 + 1000009,day1,0.2196392684846967,,0.23161492698730887,-0.011975658502612174,138
1000007 + 1000012,day1,0.2626259350540333,,0.23161492698730887,0.031011008066724438,44
1000007 + 1000039,day1,0.23636062758294374,,0.23161492698730887,0.004745700595634866,50
1000007 + 1000030,day1,0.21466416881438682,,0.23161492698730887,-0.016950758172922048,60
1000007 + 1000038,day1,0.21389882488750572,,0.23161492698730887,-0.01771610209980315,50
1000007 + 1000036,day1,0.2263768793221631,,0.23161492698730887,-0.0052380476651457675,49
1000035 + 1000004,day1,0.2882295417317988,,0.2311847449029581,0.05704479682884073,47
1000035 + 1000006,day1,0.21115089843331436,,0.2311847449029581,-0.020033846469643735,38
1000035 + 1000008,day1,0.18632002303451706,,0.2311847449029581,-0.04486472186844104,48
1000035 + 1000011,day1,0.2521515551405244,,0.2311847449029581,0.020966810237566302,21
1000035 + 1000027,day1,0.23023407294033846,,0.2311847449029581,-0.0009506719626196369,21
1000035 + 1000010,day1,0.26691009585776987,,0.2311847449029581,0.035725350954811774,24
1000035 + 1000009,day1,0.1998153166284995,,0.2311847449029581,-0.0313694282744586,58
1000004 + 1000032,day1,0.23010545874273722,,0.22884108959613544,0.0012643691466017737,54
1000004 + 1000006,day1,0.2060856725181588,,0.22884108959613544,-0.022755417077976653,131
1000004 + 1000008,day1,0.21426027400332415,,0.22884108959613544,-0.014580815592811297,135
1000004 + 1000011,day1,0.23030694895833065,,0.22884108959613544,0.0014658593621952043,56
1000004 + 1000028,day1,0.2376934745098915,,0.22884108959613544,0.008852384913756062,47
1000004 + 1000027,day1,0.19378707882089966,,0.22884108959613544,-0.03505401077523579,51
1000004 + 1000015,day1,0.2242863967092301,,0.22884108959613544,-0.004554692886905354,45
1000004 + 1000033,day1,0.22714249313025184,,0.22884108959613544,-0.0016985964658836061,48
1000004 + 1000010,day1,0.2629047478198091,,0.22884108959613544,0.03406365822367366,55
1000004 + 1000019,day1,0.23614149879049495,,0.22884108959613544,0.007300409194359508,44
1000004 + 1000009,day1,0.21285179930587445,,0.22884108959613544,-0.015989290290261,144
1000004 + 1000012,day1,0.2591486605047857,,0.22884108959613544,0.030307570908650244,46
1000004 + 1000039,day1,0.20856938213137233,,0.22884108959613544,-0.020271707464763117,48
1000004 + 1000030,day1,0.234635195840761,,0.22884108959613544,0.005794106244625563,40
1000004 + 1000038,day1,0.21361153913469288,,0.22884108959613544,-0.01522955046144256,55
1000004 + 1000036,day1,0.2633518971814493,,0.22884108959613544,0.03451080758531386,55
1000032 + 1000006,day1,0.3079354210636865,,0.22628656195962402,0.08164885910406247,50
1000032 + 1000008,day1,0.24736996140386994,,0.22628656195962402,0.02108339944424592,58
1000032 + 1000033,day1,0.2524270763507446,,0.22628656195962402,0.026140514391120556,23
1000032 + 1000010,day1,0.1678119007301238,,0.22628656195962402,-0.05847466122950021,29
1000032 + 1000009,day1,0.16167353190237446,,0.22628656195962402,-0.06461303005724955,59
1000032 + 1000012,day1,0.2629014572583593,,0.22628656195962402,0.03661489529873527,23
1000032 + 1000036,day1,0.206447105684549,,0.22628656195962402,-0.019839456275075024,27
1000006 + 1000008,day1,0.22513077462724326,,0.22310879970115377,0.0020219749260894926,144
1000006 + 1000011,day1,0.199723753998369,,0.22310879970115377,-0.023385045702784768,50
1000006 + 1000028,day1,0.22817648307750885,,0.22310879970115377,0.0050676833763550755,38
1000006 + 1000027,day1,0.20942354775082048,,0.22310879970115377,-0.013685251950333294,37
1000006 + 1000015,day1,0.194578489479866,,0.22310879970115377,-0.02853031022128777,51
1000006 + 1000033,day1,0.22427145062935577,,0.22310879970115377,0.0011626509282020026,55
1000006 + 1000010,day1,0.2465213425609553,,0.22310879970115377,0.023412542859801516,54
1000006 + 1000019,day1,0.2403390875777947,,0.22310879970115377,0.017230287876640937,48
1000006 + 1000009,day1,0.24742227875656655,,0.22310879970115377,0.024313479055412784,139
1000006 + 1000012,day1,0.2646788814217735,,0.22310879970115377,0.04157008172061971,61
1000006 + 1000039,day1,0.2611183444214853,,0.22310879970115377,0.03800954472033152,46
1000006 + 1000030,day1,0.23351593631516054,,0.22310879970115377,0.010407136614006773,46
1000006 + 1000038,day1,0.1791441850249484,,0.22310879970115377,-0.04396461467620538,57
1000006 + 1000036,day1,0.20277349961922075,,0.22310879970115377,-0.020335300081933017,61
1000008 + 1000011,day1,0.18380244379018867,,0.22294255506711583,-0.03914011127692715,47
1000008 + 1000028,day1,0.2245368361679963,,0.22294255506711583,0.0015942811008804736,43
1000008 + 1000027,day1,0.2332271734713534,,0.22294255506711583,0.010284618404237583,51
1000008 + 1000015,day1,0.21603876397942495,,0.22294255506711583,-0.006903791087690875,60
1000008 + 1000033,day1,0.201085354371918,,0.22294255506711583,-0.021857200695197837,44
1000008 + 1000010,day1,0.20546993209848055,,0.22294255506711583,-0.017472622968635276,53
1000008 + 1000019,day1,0.21324087151866883,,0.22294255506711583,-0.009701683548446999,57
1000008 + 1000009,day1,0.20381435565029438,,0.22294255506711583,-0.01912819941682145,150
1000008 + 1000012,day1,0.2130490636424771,,0.22294255506711583,-0.009893491424638717,63
1000008 + 1000039,day1,0.22448813844711,,0.22294255506711583,0.0015455833799941643,56
1000008 + 1000030,day1,0.17059216582613004,,0.22294255506711583,-0.052350389240985784,47
1000008 + 1000038,day1,0.231849042404471,,0.22294255506711583,0.008906487337355162,50
1000008 + 1000036,day1,0.21113876408613766,,0.22294255506711583,-0.011803790980978168,48
1000011 + 1000033,day1,0.20074815707885357,,0.22285928573729433,-0.022111128658440754,21
1000011 + 1000010,day1,0.2690923973109413,,0.22285928573729433,0.046233111573646984,20
1000011 + 1000009,day1,0.23675455497516773,,0.22285928573729433,0.013895269237873403,43
1000011 + 1000036,day1,0.20179994912877366,,0.22285928573729433,-0.021059336608520662,20
1000028 + 1000027,day1,0.2070169191221172,,0.22256020761428585,-0.015543288492168655,23
1000028 + 1000009,day1,0.2167818916403359,,0.22256020761428585,-0.0057783159739499546,54
1000028 + 1000012,day1,0.2707968545268237,,0.22256020761428585,0.04823664691253787,21
1000028 + 1000038,day1,0.2251034748691005,,0.22256020761428585,0.0025432672548146573,21
1000028 + 1000036,day1,0.2261346604377274,,0.22256020761428585,0.003574452823441543,26
1000027 + 1000009,day1,0.21002727828160567,,0.22206347570105156,-0.012036197419445893,43
1000027 + 1000012,day1,0.14979603436172034,,0.22206347570105156,-0.07226744133933122,21
1000015 + 1000009,day1,0.23880218530658132,,0.21920750465354813,0.019594680653033186,39
1000015 + 1000039,day1,0.24909004139208862,,0.21920750465354813,0.029882536738540494,20
1000015 + 1000038,day1,0.2686073922843697,,0.21920750465354813,0.049399887630821565,22
1000033 + 1000009,day1,0.2146628690386486,,0.21899273978564085,-0.004329870746992259,47
1000033 + 1000038,day1,0.17954931508523858,,0.21899273978564085,-0.03944342470040227,21
1000033 + 1000036,day1,0.24571099264305973,,0.21899273978564085,0.026718252857418884,20
1000010 + 1000009,day1,0.18676734034299688,,0.21896581956031902,-0.032198479217322135,53
1000010 + 1000012,day1,0.21701456999439225,,0.21896581956031902,-0.001951249565926766,24
1000010 + 1000030,day1,0.1917169811245922,,0.21896581956031902,-0.027248838435726813,20
1000019 + 1000009,day1,0.2371970258095327,,0.21586783836488552,0.02132918744464718,40
1000019 + 1000012,day1,0.1712939228114898,,0.21586783836488552,-0.04457391555339571,20
1000019 + 1000030,day1,0.31992427263133577,,0.21586783836488552,0.10405643426645025,20
1000019 + 1000036,day1,0.14549686305933107,,0.21586783836488552,-0.07037097530555445,22
1000009 + 1000012,day1,0.248229985405583,,0.2150108562396674,0.0332191291659156,43
1000009 + 1000039,day1,0.21372937267440878,,0.2150108562396674,-0.0012814835652586176,48
1000009 + 1000030,day1,0.18399875464535811,,0.2150108562396674,-0.031012101594309283,45
1000009 + 1000038,day1,0.2592795326547813,,0.2150108562396674,0.04426867641511392,45
1000009 + 1000036,day1,0.15380110701612282,,0.2150108562396674,-0.06120974922354458,48
1000012 + 1000030,day1,0.2064483011443744,,0.21454056966643043,-0.008092268522056023,24
1000039 + 1000030,day1,0.18251800742458554,,0.21421514832255414,-0.0316971408979686,24
1000039 + 1000036,day1,0.16910823072720366,,0.21421514832255414,-0.04510691759535049,27
1000030 + 1000036,day1,0.14518673727991102,,0.21345345314854397,-0.06826671586863295,20
1000038 + 1000036,day1,0.22721956255240391,,0.21264946232411341,0.0145701002282905,20
1000002 + 1000000,day5,0.16271546257710348,,0.08855087865280356,0.07416458392429992,75
1000002 + 1000001,day5,0.1438571938377961,,0.08855087865280356,0.055306315184992544,78
1000002 + 1000003,day5,0.11828940256647666,,0.08855087865280356,0.0297385239136731,70
1000002 + 1000007,day5,0.1152409332388489,,0.08855087865280356,0.026690054586045342,65
1000002 + 1000025,day5,0.0923112610471982,,0.08855087865280356,0.0037603823943946346,23
1000002 + 1000026,day5,0.14489576324088216,,0.08855087865280356,0.0563448845880786,21
1000002 + 1000005,day5,0.153978833248597,,0.08855087865280356,0.06542795459579345,77
1000002 + 1000011,day5,0.09413576829097074,,0.08855087865280356,0.005584889638167181,21
1000002 + 1000028,day5,0.10627929815933146,,0.08855087865280356,0.017728419506527898,35
1000002 + 1000010,day5,0.07536185209190878,,0.08855087865280356,-0.013189026560894782,24
1000002 + 1000024,day5,0.1292141196638839,,0.08855087865280356,0.04066324101108035,27
1000002 + 1000018,day5,0.16858764763985562,,0.08855087865280356,0.08003676898705206,23
1000002 + 1000004,day5,0.14803633238165329,,0.08855087865280356,0.059485453728849724,69
1000002 + 1000034,day5,0.10928509494212969,,0.08855087865280356,0.020734216289326132,25
1000002 + 1000006,day5,0.08185733606334333,,0.08855087865280356,-0.006693542589460227,76
1000002 + 1000008,day5,0.0978044701153743,,0.08855087865280356,0.009253591462570737,65
1000002 + 1000033,day5,0.10317499795381228,,0.08855087865280356,0.014624119301008723,27
1000002 + 1000022,day5,0.09176883028583019,,0.08855087865280356,0.003217951633026628,25
1000002 + 1000038,day5,0.08039017878912647,,0.08855087865280356,-0.008160699863677096,24
1000002 + 1000035,day5,0.07112655365754715,,0.08855087865280356,-0.01742432499525641,22
1000002 + 1000039,day5,0.0908469595825746,,0.08855087865280356,0.002296080929771044,24
1000000 + 1000001,day5,0.23726544369446687,,0.08778911015319311,0.14947633354127376,69
1000000 + 1000003,day5,0.09119796721668132,,0.08778911015319311,0.003408857063488202,82
1000000 + 1000007,day5,0.11629987529261696,,0.08778911015319311,0.02851076513942384,79
1000000 + 1000025,day5,0.11597281011622355,,0.08778911015319311,0.02818369996303044,30
1000000 + 1000026,day5,0.09980302441478944,,0.08778911015319311,0.012013914261596328,24
1000000 + 1000005,day5,0.10293369509376234,,0.08778911015319311,0.015144584940569222,67
1000000 + 1000011,day5,0.1357148344453186,,0.08778911015319311,0.04792572429212548,26
1000000 + 1000028,day5,0.10883384008079457,,0.08778911015319311,0.021044729927601452,28
1000000 + 1000010,day5,0.14915101204598635,,0.08778911015319311,0.06136190189279324,23
1000000 + 1000024,day5,0.14104954631192984,,0.08778911015319311,0.053260436158736726,27
1000000 + 1000018,day5,0.12883751992387574,,0.08778911015319311,0.04104840977068262,34
1000000 + 1000004,day5,0.07801206323163447,,0.08778911015319311,-0.009777046921558646,83
1000000 + 1000034,day5,0.1011270689035274,,0.08778911015319311,0.013337958750334292,27
1000000 + 1000027,day5,0.07018550159528432,,0.08778911015319311,-0.017603608557908795,26
1000000 + 1000006,day5,0.1032002411252557,,0.08778911015319311,0.015411130972062592,76
1000000 + 1000019,day5,0.056405428750354224,,0.08778911015319311,-0.03138368140283889,26
1000000 + 1000008,day5,0.09403643404870128,,0.08778911015319311,0.006247323895508167,79
1000000 + 1000033,day5,0.10755083328279717,,0.08778911015319311,0.01976172312960406,31
1000000 + 1000022,day5,0.12257502456321123,,0.08778911015319311,0.03478591441001812,26
1000000 + 1000038,day5,0.17070456546492124,,0.08778911015319311,0.08291545531172813,25
1000000 + 1000035,day5,0.09069917334550365,,0.08778911015319311,0.002910063192310533,26
1000000 + 1000039,day5,0.1192679193188161,,0.08778911015319311,0.031478809165622984,34
1000001 + 1000003,day5,0.14937501841859294,,0.08150012034095676,0.06787489807763618,82
1000001 + 1000007,day5,0.0743577935255812,,0.08150012034095676,-0.007142326815375563,81
1000001 + 1000025,day5,0.1386076157330423,,0.08150012034095676,0.05710749539208555,33
1000001 + 1000026,day5,0.12912483684351264,,0.08150012034095676,0.04762471650255588,24
1000001 + 1000005,day5,0.1024563027272277,,0.08150012034095676,0.020956182386270936,85
1000001 + 1000011,day5,0.059600491583254825,,0.08150012034095676,-0.021899628757701933,22
1000001 + 1000028,day5,0.13206192524563856,,0.08150012034095676,0.050561804904681804,20
1000001 + 1000010,day5,0.03187915040274229,,0.08150012034095676,-0.049620969938214465,31
1000001 + 1000024,day5,0.012243041150596226,,0.08150012034095676,-0.06925707919036053,37
1000001 + 1000018,day5,0.07977483826379844,,0.08150012034095676,-0.001725282077158316,32
1000001 + 1000004,day5,0.09557465105241122,,0.08150012034095676,0.014074530711454467,93
1000001 + 1000034,day5,0.1344787214867945,,0.08150012034095676,0.05297860114583773,27
1000001 + 1000027,day5,0.08502929577734422,,0.08150012034095676,0.0035291754363874633,38
1000001 + 1000006,day5,0.07082459151513608,,0.08150012034095676,-0.01067552882582068,79
1000001 + 1000019,day5,0.16328847237003655,,0.08150012034095676,0.08178835202907979,22
1000001 + 1000008,day5,0.07252967175867761,,0.08150012034095676,-0.008970448582279147,84
1000001 + 1000015,day5,0.111060044035287,,0.08150012034095676,0.029559923694330248,28
1000001 + 1000033,day5,0.04500618210189794,,0.08150012034095676,-0.03649393823905882,38
1000001 + 1000022,day5,0.06988231811647394,,0.08150012034095676,-0.011617802224482818,31
1000001 + 1000038,day5,0.12463359285567968,,0.08150012034095676,0.04313347251472292,24
1000001 + 1000035,day5,0.043304534070553215,,0.08150012034095676,-0.03819558627040354,27
1000001 + 1000039,day5,0.08660763064477173,,0.08150012034095676,0.005107510303814969,24
1000003 + 1000007,day5,0.12752731996101152,,0.07516364345639873,0.052363676504612794,75
1000003 + 1000025,day5,0.06931883153258288,,0.07516364345639873,-0.005844811923815849,32
1000003 + 1000026,day5,0.06843316699628268,,0.07516364345639873,-0.006730476460116042,35
1000003 + 1000005,day5,0.08003733033228239,,0.07516364345639873,0.004873686875883659,74
1000003 + 1000011,day5,0.01714548056625217,,0.07516364345639873,-0.05801816289014655,26
1000003 + 1000028,day5,0.11552809140111259,,0.07516364345639873,0.04036444794471386,25
1000003 + 1000010,day5,0.11289988926297415,,0.07516364345639873,0.03773624580657542,46
1000003 + 1000024,day5,0.12338478514424218,,0.07516364345639873,0.04822114168784346,20
1000003 + 1000018,day5,0.14619481579808394,,0.07516364345639873,0.07103117234168521,30
1000003 + 1000004,day5,0.05700189407213056,,0.07516364345639873,-0.018161749384268164,80
1000003 + 1000034,day5,0.0710001187419121,,0.07516364345639873,-0.004163524714486624,31
1000003 + 1000027,day5,0.09805621277103009,,0.07516364345639873,0.022892569314631364,34
1000003 + 1000006,day5,0.05967148317961622,,0.07516364345639873,-0.015492160276782505,74
1000003 + 1000019,day5,0.12286910767505056,,0.07516364345639873,0.047705464218651836,24
1000003 + 1000008,day5,0.07619166041308117,,0.07516364345639873,0.0010280169566824482,91
1000003 + 1000015,day5,0.02080731573941244,,0.07516364345639873,-0.054356327716986286,23
1000003 + 1000033,day5,0.0879500275577719,,0.07516364345639873,0.012786384101373172,25
1000003 + 1000022,day5,0.10595996604962643,,0.07516364345639873,0.030796322593227704,22
1000003 + 1000038,day5,0.14488162351546846,,0.07516364345639873,0.06971798005906973,23
1000003 + 1000035,day5,0.05692143497849216,,0.07516364345639873,-0.018242208477906564,27
1000003 + 1000039,day5,0.11004429675768312,,0.07516364345639873,0.0348806533012844,27
1000007 + 1000025,day5,0.10577555517009934,,0.07412523662815224,0.03165031854194711,29
1000007 + 1000026,day5,0.11047426180014226,,0.07412523662815224,0.036349025171990026,32
1000007 + 1000005,day5,0.10748312861708748,,0.07412523662815224,0.03335789198893524,76
1000007 + 1000011,day5,0.05402579796717626,,0.07412523662815224,-0.020099438660975973,23
1000007 + 1000028,day5,0.09714069432437436,,0.07412523662815224,0.023015457696222125,21
